rack,date,aoi,var,value,position,temp,basket_no,date_sampled,site,collected_by,gps_id,am_pm,bag_no,time_sample12hr...7,time_sample12hr...8,depth_ft,notes,date_CBASS,uniqueID
156B,1/23/26,15,y_ii_,0.457,8,31,39,20260122,Amanave,TC,GPS1,PM,77,12:00:00,12:00:00,2,NA,20260123,97
156B,1/23/26,16,f,0.1124,8,31,39,20260122,Amanave,TC,GPS1,PM,77,12:00:00,12:00:00,2,NA,20260123,97
156B,1/23/26,16,fm,0.2141,8,31,39,20260122,Amanave,TC,GPS1,PM,77,12:00:00,12:00:00,2,NA,20260123,97
156B,1/23/26,16,y_ii_,0.475,8,31,39,20260122,Amanave,TC,GPS1,PM,77,12:00:00,12:00:00,2,NA,20260123,97
156D,1/20/26,1,f,0.2014,1,31,39,20260119,Gataivai,RC,GPS3,PM,11,2:57:00,14:57:00,7,NA,20260120,23
156D,1/20/26,1,fm,0.3333,1,31,39,20260119,Gataivai,RC,GPS3,PM,11,2:57:00,14:57:00,7,NA,20260120,23
156D,1/20/26,1,y_ii_,0.396,1,31,39,20260119,Gataivai,RC,GPS3,PM,11,2:57:00,14:57:00,7,NA,20260120,23
156D,1/20/26,2,f,0.2195,1,31,39,20260119,Gataivai,RC,GPS3,PM,11,2:57:00,14:57:00,7,NA,20260120,23
156D,1/20/26,2,fm,0.3539,1,31,39,20260119,Gataivai,RC,GPS3,PM,11,2:57:00,14:57:00,7,NA,20260120,23
156D,1/20/26,2,y_ii_,0.38,1,31,39,20260119,Gataivai,RC,GPS3,PM,11,2:57:00,14:57:00,7,NA,20260120,23
156D,1/20/26,3,f,0.172,2,31,35,20260119,Nuuuli,SM,GPS4,PM,60,4:50:00,16:50:00,2.5,NA,20260120,8
156D,1/20/26,3,fm,0.2801,2,31,35,20260119,Nuuuli,SM,GPS4,PM,60,4:50:00,16:50:00,2.5,NA,20260120,8
156D,1/20/26,3,y_ii_,0.386,2,31,35,20260119,Nuuuli,SM,GPS4,PM,60,4:50:00,16:50:00,2.5,NA,20260120,8
156D,1/20/26,4,f,0.1676,2,31,35,20260119,Nuuuli,SM,GPS4,PM,60,4:50:00,16:50:00,2.5,NA,20260120,8
156D,1/20/26,4,fm,0.2761,2,31,35,20260119,Nuuuli,SM,GPS4,PM,60,4:50:00,16:50:00,2.5,NA,20260120,8
156D,1/20/26,4,y_ii_,0.393,2,31,35,20260119,Nuuuli,SM,GPS4,PM,60,4:50:00,16:50:00,2.5,NA,20260120,8
156D,1/20/26,5,f,0.1618,3,31,41,20260119,Nuuuli,TC,GPS1,PM,31,5:39:00,17:39:00,2,NA,20260120,20
156D,1/20/26,5,fm,0.3021,3,31,41,20260119,Nuuuli,TC,GPS1,PM,31,5:39:00,17:39:00,2,NA,20260120,20
156D,1/20/26,5,y_ii_,0.464,3,31,41,20260119,Nuuuli,TC,GPS1,PM,31,5:39:00,17:39:00,2,NA,20260120,20
156D,1/20/26,6,f,0.1603,3,31,41,20260119,Nuuuli,TC,GPS1,PM,31,5:39:00,17:39:00,2,NA,20260120,20
156D,1/20/26,6,fm,0.2967,3,31,41,20260119,Nuuuli,TC,GPS1,PM,31,5:39:00,17:39:00,2,NA,20260120,20
156D,1/20/26,6,y_ii_,0.46,3,31,41,20260119,Nuuuli,TC,GPS1,PM,31,5:39:00,17:39:00,2,NA,20260120,20
156D,1/20/26,7,f,0.1452,4,31,20,20260119,Nuuuli,RC,GPS3,PM,3,5:11:00,17:11:00,3,"black mesh bag photo, bleached tops",20260120,30
156D,1/20/26,7,fm,0.2586,4,31,20,20260119,Nuuuli,RC,GPS3,PM,3,5:11:00,17:11:00,3,"black mesh bag photo, bleached tops",20260120,30
156D,1/20/26,7,y_ii_,0.439,4,31,20,20260119,Nuuuli,RC,GPS3,PM,3,5:11:00,17:11:00,3,"black mesh bag photo, bleached tops",20260120,30
156D,1/20/26,8,f,0.1432,4,31,20,20260119,Nuuuli,RC,GPS3,PM,3,5:11:00,17:11:00,3,"black mesh bag photo, bleached tops",20260120,30
156D,1/20/26,8,fm,0.2615,4,31,20,20260119,Nuuuli,RC,GPS3,PM,3,5:11:00,17:11:00,3,"black mesh bag photo, bleached tops",20260120,30
156D,1/20/26,8,y_ii_,0.452,4,31,20,20260119,Nuuuli,RC,GPS3,PM,3,5:11:00,17:11:00,3,"black mesh bag photo, bleached tops",20260120,30
156D,1/20/26,9,f,0.1476,5,31,18,20260119,Gataivai,SM,GPS4,PM,58,3:23:00,15:23:00,3,NA,20260120,3
156D,1/20/26,9,fm,0.2771,5,31,18,20260119,Gataivai,SM,GPS4,PM,58,3:23:00,15:23:00,3,NA,20260120,3
156D,1/20/26,9,y_ii_,0.467,5,31,18,20260119,Gataivai,SM,GPS4,PM,58,3:23:00,15:23:00,3,NA,20260120,3
156D,1/20/26,10,f,0.1383,5,31,18,20260119,Gataivai,SM,GPS4,PM,58,3:23:00,15:23:00,3,NA,20260120,3
156D,1/20/26,10,fm,0.2605,5,31,18,20260119,Gataivai,SM,GPS4,PM,58,3:23:00,15:23:00,3,NA,20260120,3
156D,1/20/26,10,y_ii_,0.469,5,31,18,20260119,Gataivai,SM,GPS4,PM,58,3:23:00,15:23:00,3,NA,20260120,3
156D,1/20/26,11,f,0.1452,6,31,30,20260119,Gataivai,SM,GPS4,PM,1,3:48:00,15:48:00,2,NA,20260120,7
156D,1/20/26,11,fm,0.2761,6,31,30,20260119,Gataivai,SM,GPS4,PM,1,3:48:00,15:48:00,2,NA,20260120,7
156D,1/20/26,11,y_ii_,0.474,6,31,30,20260119,Gataivai,SM,GPS4,PM,1,3:48:00,15:48:00,2,NA,20260120,7
156D,1/20/26,12,f,0.13,6,31,30,20260119,Gataivai,SM,GPS4,PM,1,3:48:00,15:48:00,2,NA,20260120,7
156D,1/20/26,12,fm,0.2502,6,31,30,20260119,Gataivai,SM,GPS4,PM,1,3:48:00,15:48:00,2,NA,20260120,7
156D,1/20/26,12,y_ii_,0.48,6,31,30,20260119,Gataivai,SM,GPS4,PM,1,3:48:00,15:48:00,2,NA,20260120,7
156D,1/20/26,13,f,0.1579,7,31,37,20260119,Gataivai,RC,GPS3,PM,10,3:56:00,15:56:00,8,NA,20260120,27
156D,1/20/26,13,fm,0.305,7,31,37,20260119,Gataivai,RC,GPS3,PM,10,3:56:00,15:56:00,8,NA,20260120,27
156D,1/20/26,13,y_ii_,0.482,7,31,37,20260119,Gataivai,RC,GPS3,PM,10,3:56:00,15:56:00,8,NA,20260120,27
156D,1/20/26,14,f,0.1417,7,31,37,20260119,Gataivai,RC,GPS3,PM,10,3:56:00,15:56:00,8,NA,20260120,27
156D,1/20/26,14,fm,0.2727,7,31,37,20260119,Gataivai,RC,GPS3,PM,10,3:56:00,15:56:00,8,NA,20260120,27
156D,1/20/26,14,y_ii_,0.48,7,31,37,20260119,Gataivai,RC,GPS3,PM,10,3:56:00,15:56:00,8,NA,20260120,27
15C,1/20/26,1,f,0.1608,1,37,36,20260119,Nuuuli,TC,GPS1,PM,35,5:14:00,17:14:00,2,NA,20260120,19
15C,1/20/26,1,fm,0.2297,1,37,36,20260119,Nuuuli,TC,GPS1,PM,35,5:14:00,17:14:00,2,NA,20260120,19
15C,1/20/26,1,y_ii_,0.3,1,37,36,20260119,Nuuuli,TC,GPS1,PM,35,5:14:00,17:14:00,2,NA,20260120,19
15C,1/20/26,2,f,0.1691,1,37,36,20260119,Nuuuli,TC,GPS1,PM,35,5:14:00,17:14:00,2,NA,20260120,19
15C,1/20/26,2,fm,0.2586,1,37,36,20260119,Nuuuli,TC,GPS1,PM,35,5:14:00,17:14:00,2,NA,20260120,19
15C,1/20/26,2,y_ii_,0.346,1,37,36,20260119,Nuuuli,TC,GPS1,PM,35,5:14:00,17:14:00,2,NA,20260120,19
15C,1/20/26,3,f,0.1569,2,37,27,20260119,Gataivai,RC,GPS3,PM,12,3:07:00,15:07:00,7,NA,20260120,24
15C,1/20/26,3,fm,0.2488,2,37,27,20260119,Gataivai,RC,GPS3,PM,12,3:07:00,15:07:00,7,NA,20260120,24
15C,1/20/26,3,y_ii_,0.369,2,37,27,20260119,Gataivai,RC,GPS3,PM,12,3:07:00,15:07:00,7,NA,20260120,24
15C,1/20/26,4,f,0.1667,2,37,27,20260119,Gataivai,RC,GPS3,PM,12,3:07:00,15:07:00,7,NA,20260120,24
15C,1/20/26,4,fm,0.2444,2,37,27,20260119,Gataivai,RC,GPS3,PM,12,3:07:00,15:07:00,7,NA,20260120,24
15C,1/20/26,4,y_ii_,0.318,2,37,27,20260119,Gataivai,RC,GPS3,PM,12,3:07:00,15:07:00,7,NA,20260120,24
15C,1/20/26,5,f,0.1295,3,37,23,20260119,Onososopo,TC,GPS1,AM,39,11:27:00,11:27:00,3,NA,20260120,2
15C,1/20/26,5,fm,0.2097,3,37,23,20260119,Onososopo,TC,GPS1,AM,39,11:27:00,11:27:00,3,NA,20260120,2
15C,1/20/26,5,y_ii_,0.382,3,37,23,20260119,Onososopo,TC,GPS1,AM,39,11:27:00,11:27:00,3,NA,20260120,2
15C,1/20/26,6,f,0.1383,3,37,23,20260119,Onososopo,TC,GPS1,AM,39,11:27:00,11:27:00,3,NA,20260120,2
15C,1/20/26,6,fm,0.2239,3,37,23,20260119,Onososopo,TC,GPS1,AM,39,11:27:00,11:27:00,3,NA,20260120,2
15C,1/20/26,6,y_ii_,0.382,3,37,23,20260119,Onososopo,TC,GPS1,AM,39,11:27:00,11:27:00,3,NA,20260120,2
15C,1/20/26,7,f,0.1696,4,37,17,20260119,Nuuuli,TC,GPS1,PM,36,5:03:00,17:03:00,2,NA,20260120,18
15C,1/20/26,7,fm,0.2292,4,37,17,20260119,Nuuuli,TC,GPS1,PM,36,5:03:00,17:03:00,2,NA,20260120,18
15C,1/20/26,7,y_ii_,0.26,4,37,17,20260119,Nuuuli,TC,GPS1,PM,36,5:03:00,17:03:00,2,NA,20260120,18
15C,1/20/26,8,f,0.176,4,37,17,20260119,Nuuuli,TC,GPS1,PM,36,5:03:00,17:03:00,2,NA,20260120,18
15C,1/20/26,8,fm,0.2444,4,37,17,20260119,Nuuuli,TC,GPS1,PM,36,5:03:00,17:03:00,2,NA,20260120,18
15C,1/20/26,8,y_ii_,0.28,4,37,17,20260119,Nuuuli,TC,GPS1,PM,36,5:03:00,17:03:00,2,NA,20260120,18
15C,1/20/26,9,f,0.1584,5,37,22,20260119,Onososopo,TC,GPS1,AM,20,11:24:00,11:24:00,3,NA,20260120,1
15C,1/20/26,9,fm,0.2307,5,37,22,20260119,Onososopo,TC,GPS1,AM,20,11:24:00,11:24:00,3,NA,20260120,1
15C,1/20/26,9,y_ii_,0.314,5,37,22,20260119,Onososopo,TC,GPS1,AM,20,11:24:00,11:24:00,3,NA,20260120,1
15C,1/20/26,10,f,0.1613,5,37,22,20260119,Onososopo,TC,GPS1,AM,20,11:24:00,11:24:00,3,NA,20260120,1
15C,1/20/26,10,fm,0.2414,5,37,22,20260119,Onososopo,TC,GPS1,AM,20,11:24:00,11:24:00,3,NA,20260120,1
15C,1/20/26,10,y_ii_,0.332,5,37,22,20260119,Onososopo,TC,GPS1,AM,20,11:24:00,11:24:00,3,NA,20260120,1
15C,1/20/26,11,f,0.1285,6,37,26,20260119,Gataivai,TC,GPS1,PM,18,3:01:00,15:01:00,2,NA,20260120,12
15C,1/20/26,11,fm,0.1931,6,37,26,20260119,Gataivai,TC,GPS1,PM,18,3:01:00,15:01:00,2,NA,20260120,12
15C,1/20/26,11,y_ii_,0.334,6,37,26,20260119,Gataivai,TC,GPS1,PM,18,3:01:00,15:01:00,2,NA,20260120,12
15C,1/20/26,12,f,0.109,6,37,26,20260119,Gataivai,TC,GPS1,PM,18,3:01:00,15:01:00,2,NA,20260120,12
15C,1/20/26,12,fm,0.1549,6,37,26,20260119,Gataivai,TC,GPS1,PM,18,3:01:00,15:01:00,2,NA,20260120,12
15C,1/20/26,12,y_ii_,0.297,6,37,26,20260119,Gataivai,TC,GPS1,PM,18,3:01:00,15:01:00,2,NA,20260120,12
15C,1/20/26,13,f,0.0973,7,37,24,20260119,Gataivai,RC,GPS3,PM,7,3:12:00,15:12:00,10,NA,20260120,25
15C,1/20/26,13,fm,0.1471,7,37,24,20260119,Gataivai,RC,GPS3,PM,7,3:12:00,15:12:00,10,NA,20260120,25
15C,1/20/26,13,y_ii_,0.339,7,37,24,20260119,Gataivai,RC,GPS3,PM,7,3:12:00,15:12:00,10,NA,20260120,25
15C,1/20/26,14,f,0.1095,7,37,24,20260119,Gataivai,RC,GPS3,PM,7,3:12:00,15:12:00,10,NA,20260120,25
15C,1/20/26,14,fm,0.1662,7,37,24,20260119,Gataivai,RC,GPS3,PM,7,3:12:00,15:12:00,10,NA,20260120,25
15C,1/20/26,14,y_ii_,0.341,7,37,24,20260119,Gataivai,RC,GPS3,PM,7,3:12:00,15:12:00,10,NA,20260120,25
15C,1/20/26,15,f,0.1222,8,37,25,20260119,Gataivai,TC,GPS1,PM,17,3:47:00,15:47:00,3,NA,20260120,16
15C,1/20/26,15,fm,0.1764,8,37,25,20260119,Gataivai,TC,GPS1,PM,17,3:47:00,15:47:00,3,NA,20260120,16
15C,1/20/26,15,y_ii_,0.307,8,37,25,20260119,Gataivai,TC,GPS1,PM,17,3:47:00,15:47:00,3,NA,20260120,16
15C,1/20/26,16,f,0.1217,8,37,25,20260119,Gataivai,TC,GPS1,PM,17,3:47:00,15:47:00,3,NA,20260120,16
15C,1/20/26,16,fm,0.1833,8,37,25,20260119,Gataivai,TC,GPS1,PM,17,3:47:00,15:47:00,3,NA,20260120,16
15C,1/20/26,16,y_ii_,0.336,8,37,25,20260119,Gataivai,TC,GPS1,PM,17,3:47:00,15:47:00,3,NA,20260120,16
15C,1/22/26,1,f,0.0938,1,37,34,20260121,Amouli,SM,GPS4,AM,85,8:51:00,8:51:00,3,NA,20260122,45
15C,1/22/26,1,fm,0.1109,1,37,34,20260121,Amouli,SM,GPS4,AM,85,8:51:00,8:51:00,3,NA,20260122,45
15C,1/22/26,1,y_ii_,0.154,1,37,34,20260121,Amouli,SM,GPS4,AM,85,8:51:00,8:51:00,3,NA,20260122,45
15C,1/22/26,2,f,0.1026,1,37,34,20260121,Amouli,SM,GPS4,AM,85,8:51:00,8:51:00,3,NA,20260122,45
15C,1/22/26,2,fm,0.1207,1,37,34,20260121,Amouli,SM,GPS4,AM,85,8:51:00,8:51:00,3,NA,20260122,45
15C,1/22/26,2,y_ii_,0.15,1,37,34,20260121,Amouli,SM,GPS4,AM,85,8:51:00,8:51:00,3,NA,20260122,45
15C,1/22/26,3,f,0.1246,2,37,39,20260121,Amouli,RC,GPS3,AM,8,8:47:00,8:47:00,3,NA,20260122,66
15C,1/22/26,3,fm,0.1603,2,37,39,20260121,Amouli,RC,GPS3,AM,8,8:47:00,8:47:00,3,NA,20260122,66
15C,1/22/26,3,y_ii_,0.223,2,37,39,20260121,Amouli,RC,GPS3,AM,8,8:47:00,8:47:00,3,NA,20260122,66
15C,1/22/26,4,f,0.1168,2,37,39,20260121,Amouli,RC,GPS3,AM,8,8:47:00,8:47:00,3,NA,20260122,66
15C,1/22/26,4,fm,0.1432,2,37,39,20260121,Amouli,RC,GPS3,AM,8,8:47:00,8:47:00,3,NA,20260122,66
15C,1/22/26,4,y_ii_,0.184,2,37,39,20260121,Amouli,RC,GPS3,AM,8,8:47:00,8:47:00,3,NA,20260122,66
15C,1/22/26,5,f,0.1212,3,37,38,20260121,Amouli,RC,GPS3,AM,49,11:19:00,11:19:00,2,NA,20260122,77
15C,1/22/26,5,fm,0.241,3,37,38,20260121,Amouli,RC,GPS3,AM,49,11:19:00,11:19:00,2,NA,20260122,77
15C,1/22/26,5,y_ii_,0.497,3,37,38,20260121,Amouli,RC,GPS3,AM,49,11:19:00,11:19:00,2,NA,20260122,77
15C,1/22/26,6,f,0.1261,3,37,38,20260121,Amouli,RC,GPS3,AM,49,11:19:00,11:19:00,2,NA,20260122,77
15C,1/22/26,6,fm,0.2498,3,37,38,20260121,Amouli,RC,GPS3,AM,49,11:19:00,11:19:00,2,NA,20260122,77
15C,1/22/26,6,y_ii_,0.495,3,37,38,20260121,Amouli,RC,GPS3,AM,49,11:19:00,11:19:00,2,NA,20260122,77
15C,1/22/26,7,f,0.2278,4,37,37,20260121,Amouli,SM,GPS4,AM,89,8:33:00,8:33:00,2,NA,20260122,41
15C,1/22/26,7,fm,0.3666,4,37,37,20260121,Amouli,SM,GPS4,AM,89,8:33:00,8:33:00,2,NA,20260122,41
15C,1/22/26,7,y_ii_,0.379,4,37,37,20260121,Amouli,SM,GPS4,AM,89,8:33:00,8:33:00,2,NA,20260122,41
15C,1/22/26,8,f,0.2146,4,37,37,20260121,Amouli,SM,GPS4,AM,89,8:33:00,8:33:00,2,NA,20260122,41
15C,1/22/26,8,fm,0.3431,4,37,37,20260121,Amouli,SM,GPS4,AM,89,8:33:00,8:33:00,2,NA,20260122,41
15C,1/22/26,8,y_ii_,0.375,4,37,37,20260121,Amouli,SM,GPS4,AM,89,8:33:00,8:33:00,2,NA,20260122,41
15C,1/22/26,9,f,0.1686,5,37,47,20260121,Alofau,RC,GPS3,AM,51,9:48:00,9:48:00,7,NA,20260122,69
15C,1/22/26,9,fm,0.3236,5,37,47,20260121,Alofau,RC,GPS3,AM,51,9:48:00,9:48:00,7,NA,20260122,69
15C,1/22/26,9,y_ii_,0.479,5,37,47,20260121,Alofau,RC,GPS3,AM,51,9:48:00,9:48:00,7,NA,20260122,69
15C,1/22/26,10,f,0.1901,5,37,47,20260121,Alofau,RC,GPS3,AM,51,9:48:00,9:48:00,7,NA,20260122,69
15C,1/22/26,10,fm,0.3539,5,37,47,20260121,Alofau,RC,GPS3,AM,51,9:48:00,9:48:00,7,NA,20260122,69
15C,1/22/26,10,y_ii_,0.463,5,37,47,20260121,Alofau,RC,GPS3,AM,51,9:48:00,9:48:00,7,NA,20260122,69
15C,1/22/26,11,f,0.1149,6,37,25,20260121,Amouli,RC,GPS3,AM,55,11:26:00,11:26:00,2,NA,20260122,79
15C,1/22/26,11,fm,0.2072,6,37,25,20260121,Amouli,RC,GPS3,AM,55,11:26:00,11:26:00,2,NA,20260122,79
15C,1/22/26,11,y_ii_,0.446,6,37,25,20260121,Amouli,RC,GPS3,AM,55,11:26:00,11:26:00,2,NA,20260122,79
15C,1/22/26,12,f,0.0841,6,37,25,20260121,Amouli,RC,GPS3,AM,55,11:26:00,11:26:00,2,NA,20260122,79
15C,1/22/26,12,fm,0.1388,6,37,25,20260121,Amouli,RC,GPS3,AM,55,11:26:00,11:26:00,2,NA,20260122,79
15C,1/22/26,12,y_ii_,0.394,6,37,25,20260121,Amouli,RC,GPS3,AM,55,11:26:00,11:26:00,2,NA,20260122,79
15C,1/22/26,13,f,0.1716,7,37,21,20260121,Amouli,SM,GPS4,AM,30,8:30:00,8:30:00,3,NA,20260122,40
15C,1/22/26,13,fm,0.3138,7,37,21,20260121,Amouli,SM,GPS4,AM,30,8:30:00,8:30:00,3,NA,20260122,40
15C,1/22/26,13,y_ii_,0.453,7,37,21,20260121,Amouli,SM,GPS4,AM,30,8:30:00,8:30:00,3,NA,20260122,40
15C,1/22/26,14,f,0.1755,7,37,21,20260121,Amouli,SM,GPS4,AM,30,8:30:00,8:30:00,3,NA,20260122,40
15C,1/22/26,14,fm,0.2957,7,37,21,20260121,Amouli,SM,GPS4,AM,30,8:30:00,8:30:00,3,NA,20260122,40
15C,1/22/26,14,y_ii_,0.407,7,37,21,20260121,Amouli,SM,GPS4,AM,30,8:30:00,8:30:00,3,NA,20260122,40
15C,1/22/26,15,f,0.1163,8,37,BAG32,20260121,Amouli,RC,GPS3,AM,32,8:53:00,8:53:00,2,NA,20260122,68
15C,1/22/26,15,fm,0.15,8,37,BAG32,20260121,Amouli,RC,GPS3,AM,32,8:53:00,8:53:00,2,NA,20260122,68
15C,1/22/26,15,y_ii_,0.225,8,37,BAG32,20260121,Amouli,RC,GPS3,AM,32,8:53:00,8:53:00,2,NA,20260122,68
15C,1/22/26,16,f,0.1188,8,37,BAG32,20260121,Amouli,RC,GPS3,AM,32,8:53:00,8:53:00,2,NA,20260122,68
15C,1/22/26,16,fm,0.152,8,37,BAG32,20260121,Amouli,RC,GPS3,AM,32,8:53:00,8:53:00,2,NA,20260122,68
15C,1/22/26,16,y_ii_,0.219,8,37,BAG32,20260121,Amouli,RC,GPS3,AM,32,8:53:00,8:53:00,2,NA,20260122,68
15C,1/23/26,1,f,0.196,1,37,22,20260122,Nuuuli North,RC,GPS3,PM,28,4:12:00,16:12:00,8,NA,20260123,87
15C,1/23/26,1,fm,0.3065,1,37,22,20260122,Nuuuli North,RC,GPS3,PM,28,4:12:00,16:12:00,8,NA,20260123,87
15C,1/23/26,1,y_ii_,0.36,1,37,22,20260122,Nuuuli North,RC,GPS3,PM,28,4:12:00,16:12:00,8,NA,20260123,87
15C,1/23/26,2,f,0.1882,1,37,22,20260122,Nuuuli North,RC,GPS3,PM,28,4:12:00,16:12:00,8,NA,20260123,87
15C,1/23/26,2,fm,0.3006,1,37,22,20260122,Nuuuli North,RC,GPS3,PM,28,4:12:00,16:12:00,8,NA,20260123,87
15C,1/23/26,2,y_ii_,0.374,1,37,22,20260122,Nuuuli North,RC,GPS3,PM,28,4:12:00,16:12:00,8,NA,20260123,87
15C,1/23/26,3,f,0.2107,2,37,32,20260122,Nuuuli,TC,GPS1,PM,75,3:00:00,15:00:00,1,NA,20260123,102
15C,1/23/26,3,fm,0.3113,2,37,32,20260122,Nuuuli,TC,GPS1,PM,75,3:00:00,15:00:00,1,NA,20260123,102
15C,1/23/26,3,y_ii_,0.323,2,37,32,20260122,Nuuuli,TC,GPS1,PM,75,3:00:00,15:00:00,1,NA,20260123,102
15C,1/23/26,4,f,0.2234,2,37,32,20260122,Nuuuli,TC,GPS1,PM,75,3:00:00,15:00:00,1,NA,20260123,102
15C,1/23/26,4,fm,0.3221,2,37,32,20260122,Nuuuli,TC,GPS1,PM,75,3:00:00,15:00:00,1,NA,20260123,102
15C,1/23/26,4,y_ii_,0.307,2,37,32,20260122,Nuuuli,TC,GPS1,PM,75,3:00:00,15:00:00,1,NA,20260123,102
15C,1/23/26,5,f,0.1926,3,37,21,20260122,Nuuuli North,RC,GPS3,PM,83,5:06:00,17:06:00,1,NA,20260123,92
15C,1/23/26,5,fm,0.3265,3,37,21,20260122,Nuuuli North,RC,GPS3,PM,83,5:06:00,17:06:00,1,NA,20260123,92
15C,1/23/26,5,y_ii_,0.41,3,37,21,20260122,Nuuuli North,RC,GPS3,PM,83,5:06:00,17:06:00,1,NA,20260123,92
15C,1/23/26,6,f,0.2302,3,37,21,20260122,Nuuuli North,RC,GPS3,PM,83,5:06:00,17:06:00,1,NA,20260123,92
15C,1/23/26,6,fm,0.3817,3,37,21,20260122,Nuuuli North,RC,GPS3,PM,83,5:06:00,17:06:00,1,NA,20260123,92
15C,1/23/26,6,y_ii_,0.397,3,37,21,20260122,Nuuuli North,RC,GPS3,PM,83,5:06:00,17:06:00,1,NA,20260123,92
15C,1/23/26,7,f,0.2234,4,37,20,20260122,Nuuuli,TC,GPS1,PM,72,2:16:00,14:16:00,2,NA,20260123,99
15C,1/23/26,7,fm,0.3255,4,37,20,20260122,Nuuuli,TC,GPS1,PM,72,2:16:00,14:16:00,2,NA,20260123,99
15C,1/23/26,7,y_ii_,0.314,4,37,20,20260122,Nuuuli,TC,GPS1,PM,72,2:16:00,14:16:00,2,NA,20260123,99
15C,1/23/26,8,f,0.2273,4,37,20,20260122,Nuuuli,TC,GPS1,PM,72,2:16:00,14:16:00,2,NA,20260123,99
15C,1/23/26,8,fm,0.3524,4,37,20,20260122,Nuuuli,TC,GPS1,PM,72,2:16:00,14:16:00,2,NA,20260123,99
15C,1/23/26,8,y_ii_,0.355,4,37,20,20260122,Nuuuli,TC,GPS1,PM,72,2:16:00,14:16:00,2,NA,20260123,99
15C,1/23/26,9,f,0.2312,5,37,24,20260122,Nuuuli,TC,GPS1,PM,95,2:01:00,14:01:00,2,NA,20260123,98
15C,1/23/26,9,fm,0.3729,5,37,24,20260122,Nuuuli,TC,GPS1,PM,95,2:01:00,14:01:00,2,NA,20260123,98
15C,1/23/26,9,y_ii_,0.38,5,37,24,20260122,Nuuuli,TC,GPS1,PM,95,2:01:00,14:01:00,2,NA,20260123,98
15C,1/23/26,10,f,0.2366,5,37,24,20260122,Nuuuli,TC,GPS1,PM,95,2:01:00,14:01:00,2,NA,20260123,98
15C,1/23/26,10,fm,0.3788,5,37,24,20260122,Nuuuli,TC,GPS1,PM,95,2:01:00,14:01:00,2,NA,20260123,98
15C,1/23/26,10,y_ii_,0.375,5,37,24,20260122,Nuuuli,TC,GPS1,PM,95,2:01:00,14:01:00,2,NA,20260123,98
15C,1/23/26,11,f,0.1559,6,37,34,20260122,Nuuuli North,RC,GPS3,PM,65,4:22:00,16:22:00,5,NA,20260123,89
15C,1/23/26,11,fm,0.2346,6,37,34,20260122,Nuuuli North,RC,GPS3,PM,65,4:22:00,16:22:00,5,NA,20260123,89
15C,1/23/26,11,y_ii_,0.335,6,37,34,20260122,Nuuuli North,RC,GPS3,PM,65,4:22:00,16:22:00,5,NA,20260123,89
15C,1/23/26,12,f,0.1701,6,37,34,20260122,Nuuuli North,RC,GPS3,PM,65,4:22:00,16:22:00,5,NA,20260123,89
15C,1/23/26,12,fm,0.2463,6,37,34,20260122,Nuuuli North,RC,GPS3,PM,65,4:22:00,16:22:00,5,NA,20260123,89
15C,1/23/26,12,y_ii_,0.31,6,37,34,20260122,Nuuuli North,RC,GPS3,PM,65,4:22:00,16:22:00,5,NA,20260123,89
15C,1/23/26,13,f,0.2097,7,37,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
15C,1/23/26,13,fm,0.3304,7,37,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
15C,1/23/26,13,y_ii_,0.365,7,37,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
15C,1/23/26,14,f,0.2097,7,37,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
15C,1/23/26,14,fm,0.3236,7,37,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
15C,1/23/26,14,y_ii_,0.352,7,37,44,20260122,Nuuuli North,TC,GPS1,PM,6,5:03:00,17:03:00,4,top of the big patch of 3,20260123,111
15C,1/23/26,15,f,0.195,8,37,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
15C,1/23/26,15,fm,0.3314,8,37,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
15C,1/23/26,15,y_ii_,0.412,8,37,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
15C,1/23/26,16,f,0.2048,8,37,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
15C,1/23/26,16,fm,0.3504,8,37,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
15C,1/23/26,16,y_ii_,0.416,8,37,18,20260122,Nuuuli North,RC,GPS3,PM,26,5:09:00,17:09:00,2,NA,20260123,93
163A,1/20/26,1,f,0.0899,1,36,32,20260119,Gataivai,TC,GPS1,PM,19,3:12:00,15:12:00,3,NA,20260120,13
163A,1/20/26,1,fm,0.1329,1,36,32,20260119,Gataivai,TC,GPS1,PM,19,3:12:00,15:12:00,3,NA,20260120,13
